id,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Fire Alarm
46102,1654782451,24.55,53.26,1346,417,1
46103,1654782452,24.51,53.32,1396,416,1
46104,1654782453,24.49,53.41,1339,408,1
46105,1654782454,24.48,53.48,1362,408,1
46106,1654782455,24.47,53.54,1371,415,1
46107,1654782456,24.44,53.6,1352,413,1
46108,1654782457,24.41,53.68,1325,406,1
46109,1654782458,24.43,53.73,1337,405,1
46110,1654782459,24.41,53.75,1331,408,1
46111,1654782460,24.41,53.83,1308,412,1
46112,1654782461,24.37,53.86,1318,400,1
46113,1654782462,24.38,53.86,1362,425,1
46114,1654782463,24.37,53.92,1400,420,1
46115,1654782464,25.57,53.95,1308,400,1
46116,1654782465,25.92,53.21,1258,400,1
46117,1654782466,26.09,52.28,1268,400,1
46118,1654782467,26.23,51.45,1268,400,1
46119,1654782468,26.33,50.78,1287,400,1
46120,1654782469,26.41,50.22,1306,400,1
46121,1654782470,26.47,49.8,1297,400,1
46122,1654782471,26.51,49.45,1289,400,1
46123,1654782472,26.56,49.18,1312,400,1
46124,1654782473,26.61,48.96,1310,400,1
46125,1654782474,26.65,48.78,1323,400,1
46126,1654782475,26.69,48.54,1304,400,1
46127,1654782476,26.71,48.41,1310,400,1
46128,1654782477,26.75,48.32,1331,408,1
46129,1654782478,26.78,48.19,1302,400,1
46130,1654782479,26.8,48.08,1300,400,1
46131,1654782480,26.83,47.99,1306,405,1
46132,1654782481,26.87,47.96,1297,405,1
46133,1654782482,26.88,47.88,1302,400,1
46134,1654782483,26.92,47.83,1346,404,1
46135,1654782484,26.9,47.75,1308,400,1
46136,1654782485,26.94,47.7,1321,408,1
46137,1654782486,26.92,47.67,1335,400,1
46138,1654782487,26.98,47.64,1348,400,1
46139,1654782488,26.98,47.55,1343,405,1
46140,1654782489,26.99,47.53,1350,401,1
46141,1654782490,27.01,47.47,1341,401,1
46142,1654782491,27.01,47.51,1295,400,1
46143,1654782492,27.06,47.45,1312,400,1
46144,1654782493,27.06,47.36,1327,400,1
46145,1654782494,25.86,47.34,1392,422,1
46146,1654782495,25.48,48.11,1402,426,1
46147,1654782496,25.28,48.96,1366,418,1
46148,1654782497,25.2,49.76,1410,426,1
46149,1654782498,25.07,50.38,1356,415,1
46150,1654782499,24.99,50.91,1364,417,1
46151,1654782500,24.93,51.36,1367,420,1
46152,1654782501,24.89,51.71,1312,402,1
46153,1654782502,24.86,51.99,1323,405,1
46154,1654782503,24.8,52.24,1304,409,1
46155,1654782504,24.76,52.46,1323,400,1
46156,1654782505,24.72,52.62,1329,408,1
46157,1654782506,24.68,52.77,1297,400,1
46158,1654782507,24.64,52.94,1314,400,1
46159,1654782508,24.62,53.04,1312,410,1
46160,1654782509,24.58,53.12,1329,402,1
46161,1654782510,24.57,53.2,1318,404,1
46162,1654782511,24.57,53.3,1346,404,1
46163,1654782512,24.52,53.37,1346,419,1
46164,1654782513,24.54,53.44,1321,410,1
46165,1654782514,24.49,53.52,1346,410,1
46166,1654782515,24.43,53.54,1331,407,1
46167,1654782516,24.48,53.59,1375,405,1
46168,1654782517,24.44,53.68,1300,401,1
46169,1654782518,24.43,53.72,1331,409,1
46170,1654782519,24.4,53.78,1295,409,1
46171,1654782520,24.38,53.81,1341,406,1
46172,1654782521,24.37,53.86,1343,400,1
46173,1654782522,24.36,53.94,1341,400,1
46174,1654782523,24.36,53.94,1318,406,1
46175,1654782524,25.58,54,1243,400,1
46176,1654782525,25.93,53.23,1285,400,1
46177,1654782526,26.1,52.29,1299,400,1
46178,1654782527,26.23,51.43,1306,400,1
46179,1654782528,26.32,50.81,1281,400,1
46180,1654782529,26.4,50.25,1276,400,1
46181,1654782530,26.48,49.83,1300,400,1
46182,1654782531,26.53,49.41,1327,402,1
46183,1654782532,26.57,49.15,1312,406,1
46184,1654782533,26.61,48.89,1304,400,1
46185,1654782534,26.64,48.7,1302,400,1
46186,1654782535,26.71,48.56,1318,400,1
46187,1654782536,26.74,48.43,1344,404,1
46188,1654782537,26.75,48.3,1337,400,1
46189,1654782538,26.8,48.16,1306,400,1
46190,1654782539,26.83,48.06,1339,410,1
46191,1654782540,26.85,47.98,1348,405,1
46192,1654782541,26.85,47.96,1362,406,1
46193,1654782542,26.91,47.86,1344,400,1
46194,1654782543,26.92,47.77,1329,401,1
46195,1654782544,26.92,47.76,1356,409,1
46196,1654782545,26.94,47.61,1341,400,1
46197,1654782546,26.96,47.62,1337,400,1
46198,1654782547,26.98,47.58,1327,408,1
46199,1654782548,26.99,47.56,1331,403,1
46200,1654782549,27.01,47.45,1371,404,1
46201,1654782550,27.05,47.45,1339,400,1
46202,1654782551,27.02,47.45,1360,415,1
46203,1654782552,27.06,47.42,1354,409,1
46204,1654782553,27.08,47.36,1333,406,1
46205,1654782554,25.91,47.37,1396,420,1
46206,1654782555,25.48,48.13,1415,422,1
46207,1654782556,25.31,48.97,1390,429,1
46208,1654782557,25.19,49.74,1406,427,1
46209,1654782558,25.07,50.41,1412,420,1
46210,1654782559,25.02,50.93,1412,426,1
46211,1654782560,24.96,51.38,1387,415,1
46212,1654782561,24.89,51.71,1358,410,1
46213,1654782562,24.85,52.01,1335,410,1
46214,1654782563,24.79,52.23,1348,409,1
46215,1654782564,24.75,52.42,1383,414,1
46216,1654782565,24.73,52.66,1327,407,1
46217,1654782566,24.69,52.77,1373,415,1
46218,1654782567,24.65,52.89,1335,404,1
46219,1654782568,24.62,53.02,1375,425,1
46220,1654782569,24.59,53.08,1398,417,1
46221,1654782570,24.59,53.23,1415,418,1
46222,1654782571,24.57,53.28,1362,420,1
46223,1654782572,24.52,53.36,1331,401,1
46224,1654782573,24.54,53.41,1377,409,1
46225,1654782574,24.49,53.55,1343,401,1
46226,1654782575,24.48,53.59,1364,417,1
46227,1654782576,24.45,53.65,1354,413,1
46228,1654782577,24.44,53.7,1377,410,1
46229,1654782578,24.43,53.74,1379,413,1
46230,1654782579,24.41,53.81,1364,415,1
46231,1654782580,24.4,53.82,1341,413,1
46232,1654782581,24.38,53.86,1367,412,1
46233,1654782582,24.36,53.91,1358,406,1
46234,1654782583,24.36,53.96,1356,413,1
46235,1654782584,25.54,53.98,1272,400,1
46236,1654782585,25.92,53.26,1276,400,1
46237,1654782586,26.1,52.32,1295,400,1
46238,1654782587,26.25,51.44,1277,400,1
46239,1654782588,26.35,50.79,1293,400,1
46240,1654782589,26.39,50.2,1314,400,1
46241,1654782590,26.47,49.79,1337,400,1
46242,1654782591,26.51,49.45,1283,400,1
46243,1654782592,26.57,49.11,1281,400,1
46244,1654782593,26.63,48.91,1291,406,1
46245,1654782594,26.64,48.75,1304,400,1
46246,1654782595,26.68,48.57,1331,400,1
46247,1654782596,26.72,48.42,1310,400,1
46248,1654782597,26.74,48.31,1352,401,1
46249,1654782598,26.78,48.19,1308,400,1
46250,1654782599,26.83,48.1,1341,405,1
46251,1654782600,26.84,48.05,1308,400,1
46252,1654782601,26.87,47.98,1295,400,1
46253,1654782602,26.9,47.91,1339,400,1
46254,1654782603,26.91,47.81,1341,408,1
46255,1654782604,26.92,47.76,1335,400,1
46256,1654782605,26.94,47.72,1344,405,1
46257,1654782606,26.98,47.68,1327,400,1
46258,1654782607,26.96,47.63,1300,400,1
46259,1654782608,26.99,47.57,1350,408,1
46260,1654782609,26.99,47.53,1333,400,1
46261,1654782610,27.02,47.51,1318,400,1
46262,1654782611,27.04,47.46,1318,400,1
46263,1654782612,27.06,47.43,1300,400,1
46264,1654782613,27.05,47.42,1327,400,1
46265,1654782614,25.91,47.35,1390,422,1
46266,1654782615,25.48,48.11,1413,437,1
46267,1654782616,25.28,49,1381,412,1
46268,1654782617,25.16,49.8,1383,415,1
46269,1654782618,25.09,50.45,1364,415,1
46270,1654782619,25,51.01,1402,426,1
46271,1654782620,24.92,51.45,1339,407,1
46272,1654782621,24.89,51.75,1335,408,1
46273,1654782622,24.83,52.09,1302,400,1
46274,1654782623,24.78,52.33,1308,413,1
46275,1654782624,24.75,52.54,1323,406,1
46276,1654782625,24.69,52.72,1339,403,1
46277,1654782626,24.65,52.84,1310,401,1
46278,1654782627,24.64,52.99,1333,410,1
46279,1654782628,24.59,53.13,1293,401,1
46280,1654782629,24.58,53.18,1279,403,1
46281,1654782630,24.55,53.33,1281,404,1
46282,1654782631,24.52,53.39,1300,405,1
46283,1654782632,24.51,53.46,1300,408,1
46284,1654782633,24.48,53.52,1289,404,1
46285,1654782634,24.47,53.61,1289,400,1
46286,1654782635,24.47,53.68,1276,401,1
46287,1654782636,24.43,53.69,1274,400,1
46288,1654782637,24.41,53.77,1277,400,1
46289,1654782638,24.41,53.82,1258,400,1
46290,1654782639,24.38,53.86,1283,401,1
46291,1654782640,24.36,53.9,1293,400,1
46292,1654782641,24.36,53.94,1300,400,1
46293,1654782642,24.36,54.01,1293,408,1
46294,1654782643,24.31,54.04,1291,400,1
46295,1654782644,25.51,54.13,1272,400,1
46296,1654782645,25.91,53.32,1245,400,1
46297,1654782646,26.08,52.37,1237,400,1
46298,1654782647,26.2,51.56,1251,400,1
46299,1654782648,26.29,50.88,1245,400,1
46300,1654782649,26.39,50.33,1237,400,1
46301,1654782650,26.44,49.9,1241,400,1
46302,1654782651,26.5,49.54,1254,400,1
46303,1654782652,26.54,49.26,1276,400,1
46304,1654782653,26.6,49,1266,400,1
46305,1654782654,26.61,48.8,1272,400,1
46306,1654782655,26.69,48.65,1295,402,1
46307,1654782656,26.71,48.51,1276,400,1
46308,1654782657,26.74,48.4,1281,400,1
46309,1654782658,26.74,48.27,1281,400,1
46310,1654782659,26.78,48.2,1277,400,1
46311,1654782660,26.81,48.08,1295,400,1
46312,1654782661,26.84,48,1285,400,1
46313,1654782662,26.87,47.9,1318,403,1
46314,1654782663,26.87,47.9,1318,400,1
46315,1654782664,26.88,47.82,1302,404,1
46316,1654782665,26.92,47.81,1300,404,1
46317,1654782666,26.91,47.72,1333,404,1
46318,1654782667,26.95,47.66,1281,400,1
46319,1654782668,26.96,47.61,1354,407,1
46320,1654782669,26.98,47.58,1302,404,1
46321,1654782670,26.99,47.56,1304,400,1
46322,1654782671,27.02,47.49,1327,408,1
46323,1654782672,27.04,47.45,1277,404,1
46324,1654782673,27.04,47.41,1308,400,1
46325,1654782674,25.88,47.43,1367,424,1
46326,1654782675,25.44,48.15,1390,439,1
46327,1654782676,25.27,49.01,1402,424,1
46328,1654782677,25.16,49.8,1381,415,1
46329,1654782678,25.09,50.49,1381,426,1
46330,1654782679,24.99,50.95,1346,406,1
46331,1654782680,24.92,51.42,1320,400,1
46332,1654782681,24.86,51.77,1356,424,1
46333,1654782682,24.83,52.08,1316,400,1
46334,1654782683,24.76,52.3,1354,401,1
46335,1654782684,24.75,52.52,1348,415,1
46336,1654782685,24.71,52.69,1320,410,1
46337,1654782686,24.68,52.81,1314,400,1
46338,1654782687,24.64,52.98,1356,404,1
46339,1654782688,24.61,53.02,1339,408,1
46340,1654782689,24.58,53.16,1356,413,1
46341,1654782690,24.55,53.27,1333,401,1
46342,1654782691,24.52,53.33,1346,414,1
46343,1654782692,24.51,53.42,1337,403,1
46344,1654782693,24.48,53.51,1299,408,1
46345,1654782694,24.48,53.55,1339,401,1
46346,1654782695,24.45,53.62,1320,401,1
46347,1654782696,24.44,53.68,1348,402,1
46348,1654782697,24.44,53.69,1362,400,1
46349,1654782698,24.4,53.82,1371,415,1
46350,1654782699,24.38,53.83,1350,406,1
46351,1654782700,24.36,53.89,1346,408,1
46352,1654782701,24.37,53.91,1329,400,1
46353,1654782702,24.37,53.98,1329,400,1
46354,1654782703,24.33,54.03,1320,401,1
46355,1654782704,25.55,54.06,1285,400,1
46356,1654782705,25.95,53.29,1274,400,1
46357,1654782706,26.1,52.37,1268,400,1
46358,1654782707,26.23,51.53,1291,400,1
46359,1654782708,26.32,50.83,1279,400,1
46360,1654782709,26.39,50.28,1277,400,1
46361,1654782710,26.46,49.85,1304,400,1
46362,1654782711,26.5,49.52,1321,400,1
46363,1654782712,26.56,49.17,1306,400,1
46364,1654782713,26.58,48.99,1320,400,1
46365,1654782714,26.64,48.75,1321,401,1
46366,1654782715,26.68,48.59,1281,400,1
46367,1654782716,26.69,48.47,1299,400,1
46368,1654782717,26.74,48.36,1310,400,1
46369,1654782718,26.75,48.24,1306,400,1
46370,1654782719,26.81,48.16,1321,400,1
46371,1654782720,26.84,48.06,1279,400,1
46372,1654782721,26.84,48.01,1277,400,1
46373,1654782722,26.88,47.94,1310,400,1
46374,1654782723,26.87,47.89,1314,400,1
46375,1654782724,26.92,47.76,1295,400,1
46376,1654782725,26.94,47.74,1304,400,1
46377,1654782726,26.94,47.72,1299,401,1
46378,1654782727,26.94,47.68,1337,405,1
46379,1654782728,26.98,47.62,1314,400,1
46380,1654782729,26.98,47.57,1297,400,1
46381,1654782730,27.01,47.51,1323,407,1
46382,1654782731,27.02,47.49,1291,400,1
46383,1654782732,27.06,47.47,1295,400,1
46384,1654782733,27.05,47.43,1321,400,1
46385,1654782734,25.88,47.45,1308,409,1
46386,1654782735,25.45,48.18,1360,425,1
46387,1654782736,25.3,49.07,1371,430,1
46388,1654782737,25.19,49.85,1346,414,1
46389,1654782738,25.07,50.46,1387,422,1
46390,1654782739,25.02,50.98,1341,413,1
46391,1654782740,24.92,51.44,1373,420,1
46392,1654782741,24.9,51.76,1367,422,1
46393,1654782742,24.85,52.06,1302,400,1
46394,1654782743,24.76,52.31,1299,400,1
46395,1654782744,24.75,52.52,1277,400,1
46396,1654782745,24.71,52.66,1323,403,1
46397,1654782746,24.66,52.8,1348,411,1
46398,1654782747,24.66,52.93,1331,408,1
46399,1654782748,24.62,53.06,1339,405,1
46400,1654782749,24.62,53.19,1337,406,1
46401,1654782750,24.58,53.2,1344,405,1
46402,1654782751,24.57,53.28,1329,401,1
46403,1654782752,24.52,53.38,1306,406,1
46404,1654782753,24.51,53.46,1337,406,1
46405,1654782754,24.49,53.52,1356,412,1
46406,1654782755,24.45,53.58,1333,406,1
46407,1654782756,24.45,53.65,1316,400,1
46408,1654782757,24.45,53.69,1316,400,1
46409,1654782758,24.43,53.75,1333,413,1
46410,1654782759,24.44,53.78,1316,403,1
46411,1654782760,24.41,53.86,1329,400,1
46412,1654782761,24.38,53.9,1337,400,1
46413,1654782762,24.37,53.93,1373,412,1
46414,1654782763,24.34,53.97,1333,406,1
46415,1654782764,25.57,54.01,1302,400,1
46416,1654782765,25.92,53.25,1256,400,1
46417,1654782766,26.1,52.34,1260,400,1
46418,1654782767,26.23,51.49,1281,400,1
46419,1654782768,26.3,50.79,1331,400,1
46420,1654782769,26.39,50.26,1314,400,1
46421,1654782770,26.47,49.82,1310,400,1
46422,1654782771,26.53,49.5,1325,400,1
46423,1654782772,26.57,49.18,1291,400,1
46424,1654782773,26.63,49.01,1314,400,1
46425,1654782774,26.67,48.76,1316,400,1
46426,1654782775,26.72,48.58,1314,400,1
46427,1654782776,26.74,48.47,1308,400,1
46428,1654782777,26.77,48.35,1341,404,1
46429,1654782778,26.78,48.29,1302,400,1
46430,1654782779,26.81,48.14,1299,400,1
46431,1654782780,26.84,48.07,1289,400,1
46432,1654782781,26.85,47.98,1373,405,1
46433,1654782782,26.87,47.92,1295,403,1
46434,1654782783,26.9,47.88,1344,409,1
46435,1654782784,26.92,47.83,1320,402,1
46436,1654782785,26.94,47.75,1356,408,1
46437,1654782786,26.96,47.73,1321,400,1
46438,1654782787,26.98,47.65,1337,404,1
46439,1654782788,26.99,47.63,1304,400,1
46440,1654782789,27.01,47.57,1339,405,1
46441,1654782790,27.02,47.52,1314,400,1
46442,1654782791,27.01,47.46,1329,408,1
46443,1654782792,27.02,47.45,1277,400,1
46444,1654782793,27.09,47.44,1312,400,1
46445,1654782794,25.89,47.41,1413,417,1
46446,1654782795,25.47,48.18,1385,429,1
46447,1654782796,25.3,49.02,1390,425,1
46448,1654782797,25.17,49.81,1385,425,1
46449,1654782798,25.07,50.46,1346,415,1
46450,1654782799,25.02,51,1341,413,1
46451,1654782800,24.96,51.4,1323,400,1
46452,1654782801,24.87,51.79,1343,406,1
46453,1654782802,24.83,52.06,1343,402,1
46454,1654782803,24.79,52.29,1343,410,1
46455,1654782804,24.75,52.52,1362,410,1
46456,1654782805,24.71,52.66,1371,408,1
46457,1654782806,24.69,52.83,1354,400,1
46458,1654782807,24.65,52.92,1354,406,1
46459,1654782808,24.62,53.09,1354,404,1
46460,1654782809,24.58,53.15,1381,408,1
46461,1654782810,24.58,53.23,1335,401,1
46462,1654782811,24.55,53.36,1325,400,1
46463,1654782812,24.55,53.43,1339,405,1
46464,1654782813,24.51,53.47,1331,400,1
46465,1654782814,24.48,53.55,1346,410,1
46466,1654782815,24.45,53.57,1352,413,1
46467,1654782816,24.44,53.67,1385,411,1
46468,1654782817,24.43,53.74,1358,417,1
46469,1654782818,24.43,53.76,1371,400,1
46470,1654782819,24.41,53.85,1331,400,1
46471,1654782820,24.41,53.88,1375,404,1
46472,1654782821,24.41,53.91,1385,414,1
46473,1654782822,24.36,53.96,1377,417,1
46474,1654782823,24.37,54.01,1360,411,1
46475,1654782824,25.55,54.06,1270,400,1
46476,1654782825,25.91,53.28,1287,400,1
46477,1654782826,26.1,52.3,1258,400,1
46478,1654782827,26.22,51.55,1268,400,1
46479,1654782828,26.32,50.85,1308,400,1
46480,1654782829,26.39,50.31,1293,400,1
46481,1654782830,26.47,49.87,1314,400,1
46482,1654782831,26.5,49.46,1295,400,1
46483,1654782832,26.57,49.23,1318,400,1
46484,1654782833,26.6,48.99,1304,400,1
46485,1654782834,26.64,48.84,1293,400,1
46486,1654782835,26.68,48.65,1297,400,1
46487,1654782836,26.69,48.5,1325,400,1
46488,1654782837,26.74,48.37,1318,400,1
46489,1654782838,26.78,48.34,1283,400,1
46490,1654782839,26.78,48.25,1320,400,1
46491,1654782840,26.81,48.09,1285,400,1
46492,1654782841,26.84,48,1316,400,1
46493,1654782842,26.88,47.98,1279,400,1
46494,1654782843,26.88,47.95,1277,400,1
46495,1654782844,26.9,47.86,1310,400,1
46496,1654782845,26.91,47.8,1287,400,1
46497,1654782846,26.94,47.74,1297,403,1
46498,1654782847,26.98,47.68,1348,404,1
46499,1654782848,26.98,47.66,1306,402,1
46500,1654782849,27.01,47.57,1308,400,1
46501,1654782850,26.99,47.59,1344,400,1
46502,1654782851,27.01,47.55,1321,403,1
46503,1654782852,27.02,47.48,1302,400,1
46504,1654782853,27.04,47.47,1318,400,1
46505,1654782854,25.86,47.41,1389,426,1
46506,1654782855,25.45,48.18,1412,436,1
46507,1654782856,25.28,49.08,1408,429,1
46508,1654782857,25.17,49.85,1398,433,1
46509,1654782858,25.09,50.52,1396,422,1
46510,1654782859,24.99,51.04,1415,436,1
46511,1654782860,24.92,51.45,1398,427,1
46512,1654782861,24.87,51.84,1379,413,1
46513,1654782862,24.83,52.11,1379,420,1
46514,1654782863,24.79,52.33,1354,401,1
46515,1654782864,24.73,52.51,1341,411,1
46516,1654782865,24.69,52.71,1383,415,1
46517,1654782866,24.64,52.88,1364,417,1
46518,1654782867,24.62,53,1350,405,1
46519,1654782868,24.62,53.11,1366,401,1
46520,1654782869,24.58,53.18,1369,415,1
46521,1654782870,24.57,53.31,1346,418,1
46522,1654782871,24.54,53.36,1358,400,1
46523,1654782872,24.49,53.45,1362,416,1
46524,1654782873,24.51,53.54,1323,407,1
46525,1654782874,24.51,53.62,1350,406,1
46526,1654782875,24.45,53.68,1323,406,1
46527,1654782876,24.41,53.72,1356,404,1
46528,1654782877,24.41,53.76,1356,400,1
46529,1654782878,24.41,53.78,1316,404,1
46530,1654782879,24.4,53.84,1343,400,1
46531,1654782880,24.38,53.89,1300,400,1
46532,1654782881,24.37,53.96,1367,408,1
46533,1654782882,24.34,53.97,1350,400,1
46534,1654782883,24.36,54.05,1354,408,1
46535,1654782884,25.58,54.06,1331,400,1
46536,1654782885,25.91,53.28,1279,400,1
46537,1654782886,26.12,52.34,1253,400,1
46538,1654782887,26.2,51.55,1327,400,1
46539,1654782888,26.33,50.83,1297,400,1
46540,1654782889,26.4,50.26,1295,400,1
46541,1654782890,26.48,49.86,1350,400,1
46542,1654782891,26.53,49.5,1293,400,1
46543,1654782892,26.57,49.23,1302,400,1
46544,1654782893,26.58,49,1321,400,1
46545,1654782894,26.64,48.81,1356,401,1
46546,1654782895,26.69,48.69,1362,405,1
46547,1654782896,26.72,48.52,1346,400,1
46548,1654782897,26.74,48.38,1364,408,1
46549,1654782898,26.75,48.3,1331,400,1
46550,1654782899,26.83,48.21,1329,400,1
46551,1654782900,26.84,48.1,1343,403,1
46552,1654782901,26.87,48.03,1369,400,1
46553,1654782902,26.85,47.98,1350,400,1
46554,1654782903,26.87,47.9,1323,401,1
46555,1654782904,26.94,47.83,1314,400,1
46556,1654782905,26.92,47.81,1295,400,1
46557,1654782906,26.95,47.76,1323,400,1
46558,1654782907,26.95,47.68,1354,406,1
46559,1654782908,26.96,47.65,1329,400,1
46560,1654782909,26.95,47.64,1320,400,1
46561,1654782910,26.99,47.61,1277,401,1
46562,1654782911,27.02,47.56,1308,400,1
46563,1654782912,27.04,47.5,1300,400,1
46564,1654782913,27.02,47.51,1320,401,1
46565,1654782914,25.86,47.45,1404,433,1
46566,1654782915,25.43,48.19,1360,433,1
46567,1654782916,25.27,49.1,1408,438,1
46568,1654782917,25.16,49.91,1343,415,1
46569,1654782918,25.06,50.55,1375,415,1
46570,1654782919,25,51.06,1327,421,1
46571,1654782920,24.92,51.5,1327,409,1
46572,1654782921,24.89,51.87,1331,405,1
46573,1654782922,24.8,52.12,1344,412,1
46574,1654782923,24.76,52.37,1318,408,1
46575,1654782924,24.72,52.57,1371,417,1
46576,1654782925,24.69,52.73,1335,417,1
46577,1654782926,24.65,52.89,1360,420,1
46578,1654782927,24.64,53.03,1308,409,1
46579,1654782928,24.58,53.14,1333,416,1
46580,1654782929,24.57,53.24,1308,410,1
46581,1654782930,24.55,53.34,1300,401,1
46582,1654782931,24.52,53.41,1341,403,1
46583,1654782932,24.51,53.46,1304,412,1
46584,1654782933,24.49,53.54,1318,401,1
46585,1654782934,24.45,53.61,1381,413,1
46586,1654782935,24.44,53.7,1362,409,1
46587,1654782936,24.44,53.73,1329,408,1
46588,1654782937,24.41,53.79,1346,415,1
46589,1654782938,24.41,53.89,1312,402,1
46590,1654782939,24.37,53.92,1358,415,1
46591,1654782940,24.37,53.93,1367,417,1
46592,1654782941,24.36,53.95,1302,417,1
46593,1654782942,24.33,54.03,1346,407,1
46594,1654782943,24.31,54.07,1333,400,1
46595,1654782944,25.54,54.14,1306,400,1
46596,1654782945,25.91,53.33,1245,400,1
46597,1654782946,26.08,52.44,1264,400,1
46598,1654782947,26.2,51.57,1270,400,1
46599,1654782948,26.3,50.9,1262,400,1
46600,1654782949,26.37,50.33,1260,400,1
46601,1654782950,26.43,49.94,1320,400,1
46602,1654782951,26.5,49.56,1279,400,1
46603,1654782952,26.54,49.28,1306,400,1
46604,1654782953,26.6,49.03,1302,400,1
46605,1654782954,26.64,48.84,1260,400,1
46606,1654782955,26.68,48.72,1312,400,1
46607,1654782956,26.71,48.53,1285,400,1
46608,1654782957,26.75,48.44,1364,405,1
46609,1654782958,26.75,48.34,1308,400,1
46610,1654782959,26.8,48.22,1308,400,1
46611,1654782960,26.84,48.16,1337,411,1
46612,1654782961,26.85,48.05,1308,400,1
46613,1654782962,26.85,47.99,1312,400,1
46614,1654782963,26.88,47.97,1312,400,1
46615,1654782964,26.9,47.89,1289,400,1
46616,1654782965,26.92,47.84,1316,400,1
46617,1654782966,26.95,47.8,1320,406,1
46618,1654782967,26.95,47.76,1310,400,1
46619,1654782968,26.95,47.74,1316,406,1
46620,1654782969,26.98,47.61,1299,400,1
46621,1654782970,26.98,47.62,1276,400,1
46622,1654782971,26.99,47.56,1316,400,1
46623,1654782972,27.04,47.56,1333,406,1
46624,1654782973,27.04,47.45,1306,400,1
46625,1654782974,25.91,47.48,1360,423,1
46626,1654782975,25.44,48.21,1396,432,1
46627,1654782976,25.27,49.11,1383,420,1
46628,1654782977,25.14,49.89,1356,415,1
46629,1654782978,25.06,50.56,1352,408,1
46630,1654782979,25,51.03,1337,404,1
46631,1654782980,24.92,51.46,1346,421,1
46632,1654782981,24.87,51.85,1346,405,1
46633,1654782982,24.85,52.11,1369,417,1
46634,1654782983,24.76,52.38,1337,414,1
46635,1654782984,24.73,52.56,1318,410,1
46636,1654782985,24.69,52.76,1339,410,1
46637,1654782986,24.68,52.93,1331,413,1
46638,1654782987,24.65,53.02,1385,413,1
46639,1654782988,24.61,53.14,1337,404,1
46640,1654782989,24.58,53.26,1318,403,1
46641,1654782990,24.55,53.33,1348,412,1
46642,1654782991,24.54,53.43,1327,404,1
46643,1654782992,24.51,53.49,1300,400,1
46644,1654782993,24.49,53.56,1371,422,1
46645,1654782994,24.48,53.67,1329,407,1
46646,1654782995,24.44,53.7,1348,405,1
46647,1654782996,24.44,53.76,1321,410,1
46648,1654782997,24.4,53.77,1354,421,1
46649,1654782998,24.4,53.84,1346,415,1
46650,1654782999,24.38,53.92,1354,405,1
46651,1654783000,24.37,53.94,1341,415,1
46652,1654783001,24.38,54.02,1343,410,1
46653,1654783002,24.34,54.05,1387,412,1
46654,1654783003,24.33,54.06,1348,420,1
46655,1654783004,25.55,54.1,1321,400,1
46656,1654783005,25.92,53.35,1310,400,1
46657,1654783006,26.09,52.41,1314,400,1
46658,1654783007,26.22,51.56,1289,400,1
46659,1654783008,26.32,50.88,1362,404,1
46660,1654783009,26.37,50.39,1308,400,1
46661,1654783010,26.43,49.91,1299,400,1
46662,1654783011,26.5,49.57,1339,403,1
46663,1654783012,26.56,49.22,1362,401,1
46664,1654783013,26.6,49.03,1366,404,1
46665,1654783014,26.64,48.84,1339,400,1
46666,1654783015,26.65,48.7,1343,400,1
46667,1654783016,26.69,48.55,1341,406,1
46668,1654783017,26.71,48.39,1348,400,1
46669,1654783018,26.8,48.33,1297,400,1
46670,1654783019,26.78,48.23,1339,406,1
46671,1654783020,26.83,48.13,1352,404,1
46672,1654783021,26.84,48.01,1350,400,1
46673,1654783022,26.85,48.03,1352,401,1
46674,1654783023,26.88,47.91,1364,400,1
46675,1654783024,26.9,47.85,1308,400,1
46676,1654783025,26.92,47.86,1356,406,1
46677,1654783026,26.91,47.76,1343,400,1
46678,1654783027,26.96,47.73,1358,411,1
46679,1654783028,26.96,47.7,1316,400,1
46680,1654783029,26.98,47.64,1375,401,1
46681,1654783030,26.99,47.61,1289,400,1
46682,1654783031,27.01,47.55,1358,403,1
46683,1654783032,27.04,47.56,1343,414,1
46684,1654783033,27.04,47.5,1358,408,1
46685,1654783034,25.86,47.51,1404,436,1
46686,1654783035,25.45,48.19,1457,438,1
46687,1654783036,25.27,49.11,1454,438,1
46688,1654783037,25.17,49.88,1412,413,1
46689,1654783038,25.06,50.55,1373,410,1
46690,1654783039,24.99,51.12,1404,408,1
46691,1654783040,24.93,51.47,1348,416,1
46692,1654783041,24.87,51.88,1358,400,1
46693,1654783042,24.83,52.15,1350,405,1
46694,1654783043,24.76,52.4,1343,410,1
46695,1654783044,24.73,52.56,1371,410,1
46696,1654783045,24.69,52.74,1390,421,1
46697,1654783046,24.68,52.92,1377,408,1
46698,1654783047,24.66,53.05,1364,407,1
46699,1654783048,24.61,53.17,1358,404,1
46700,1654783049,24.59,53.25,1331,403,1
46701,1654783050,24.54,53.35,1375,415,1
46702,1654783051,24.51,53.44,1389,422,1
46703,1654783052,24.51,53.54,1339,417,1
46704,1654783053,24.48,53.65,1392,408,1
46705,1654783054,24.48,53.66,1379,400,1
46706,1654783055,24.45,53.73,1362,400,1
46707,1654783056,24.47,53.8,1358,401,1
46708,1654783057,24.4,53.86,1352,410,1
